Protein Index,Protein Index,Uniprot ID,slr,t,score,n,p,p.fdr,pBH,FC,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qcovhsp,n_duplicates,Duplicate_uniprot_IDS,entry name,protein names,organism,lineage-id,database(KO),database(CAZy),EC
NODE_1096_length_27003_cov_13.435394_2,NODE_1096_length_27003_cov_13.435394_2,A0A3A8UEJ1,-0.31919279538292,-6.93745710572679,7.59342155790308e-05,1,7.593421557903091e-05,0.000381224351056409,0.000381224351056409,-5.723319999999999,tr|A0A3A8UEJ1|A0A3A8UEJ1_9BACT,92.8,374.0,27.0,0.0,1.0,374.0,1.0,374.0,3.799999999999999e-176,627.1,100.0,,,A0A3A8UEJ1_9BACT,TRAP transporter substrate-binding protein,bacterium 1XD21-70,2320103,,,
NODE_10973_length_2198_cov_4.380775_1,NODE_10973_length_2198_cov_4.380775_1,R9M7Z7,-0.17666349776729698,-3.08291507557285,0.0134390704039717,1,0.0134390704039717,0.0190602200440945,0.0190602200440945,-3.4781,tr|R9M7Z7|R9M7Z7_9FIRM,52.3,608.0,245.0,14.0,1.0,597.0,1.0,574.0,1.3999999999999996e-156,562.8,100.0,,,R9M7Z7_9FIRM,HTH cro/C1-type domain-containing protein,Oscillibacter sp. 1-3,1235797,,,
NODE_111_length_69898_cov_49.514268_29,NODE_111_length_69898_cov_49.514268_29,A0A2N3QXG7,-0.255027999431251,-4.41968130240152,0.00176881438984363,1,0.00176881438984363,0.00380876091243701,0.00380876091243701,-4.76929,tr|A0A2N3QXG7|A0A2N3QXG7_9BIFI,99.7,318.0,1.0,0.0,1.0,318.0,1.0,318.0,3.8999999999999984e-177,630.2,100.0,,,A0A2N3QXG7_9BIFI,Nucleoside hydrolase,Bifidobacterium pseudolongum subsp. globosum,1690,,,
NODE_111186_length_404_cov_3.134670_2,NODE_111186_length_404_cov_3.134670_2,R9MBE8,-0.253240921081739,-5.43821564884429,0.000446221641005575,1,0.000446221641005575,0.00126572484708312,0.00126572484708312,-4.61943,tr|R9MBE8|R9MBE8_9FIRM,100.0,43.0,0.0,0.0,1.0,43.0,239.0,281.0,2.7999999999999997e-14,86.3,100.0,,,R9MBE8_9FIRM,Uncharacterized protein,Oscillibacter sp. 1-3,1235797,,,
NODE_841681_length_441_cov_1.790155_1,NODE_841681_length_441_cov_1.790155_1,R9MBE8,-0.20801824213522896,-4.36748713450257,0.0019058720718105398,1,0.0019058720718105398,0.00405416390810074,0.00405416390810074,-3.6969,tr|R9MBE8|R9MBE8_9FIRM,98.6,147.0,2.0,0.0,1.0,147.0,105.0,251.0,6.999999999999998e-73,282.7,100.0,,,R9MBE8_9FIRM,Uncharacterized protein,Oscillibacter sp. 1-3,1235797,,,
NODE_1160415_length_378_cov_2.133127_1,NODE_1160415_length_378_cov_2.133127_1,G3H0W5,-0.20594352326538498,-4.30847750097752,0.0020746472155018397,1,0.0020746472155018397,0.004340573961510929,0.004340573961510929,-3.7781599999999997,tr|G3H0W5|G3H0W5_CRIGR,55.3,38.0,14.0,1.0,17.0,51.0,1.0,38.0,1.1,41.6,61.4,,,G3H0W5_CRIGR,Uncharacterized protein,Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus),10029,,,
NODE_117765_length_1064_cov_3.125867_1,NODE_117765_length_1064_cov_3.125867_1,A0A0V1DL30,-0.297624415435872,-5.32886371128086,0.00051366034836291,1,0.00051366034836291,0.00139819503913163,0.00139819503913163,-5.43699333333333,tr|A0A0V1DL30|A0A0V1DL30_TRIPS,81.0,21.0,4.0,0.0,3.0,23.0,16.0,36.0,1.5,40.4,56.8,,,A0A0V1DL30_TRIPS,Uncharacterized protein,Trichinella pseudospiralis (Parasitic roundworm),6337,,,
NODE_1179582_length_256_cov_1.432836_1,NODE_1179582_length_256_cov_1.432836_1,F9WHP5,0.204739177574162,4.692162103393089,0.0012058045200479901,1,0.0012058045200479901,0.00273624871857044,0.00273624871857044,3.54980333333334,tr|F9WHP5|F9WHP5_TRYCI,65.2,66.0,22.0,1.0,2.0,67.0,491.0,555.0,7.5e-15,89.0,89.2,,,F9WHP5_TRYCI,"WGS project CAEQ00000000 data, annotated contig 679",Trypanosoma congolense (strain IL3000),1068625,,,
NODE_12_length_417279_cov_36.723393_147,NODE_12_length_417279_cov_36.723393_147,A0A2N3QIR0,-0.192158260339405,-4.35804070454341,0.0019318710936735,1,0.0019318710936735,0.0040707283759548706,0.0040707283759548706,-3.4806199999999996,tr|A0A2N3QIR0|A0A2N3QIR0_9BIFI,100.0,412.0,0.0,0.0,1.0,412.0,1.0,412.0,3.899999999999998e-238,833.2,100.0,3.0,"tr|A0A2N3QIR0|A0A2N3QIR0_9BIFI, tr|A0A248X885|A0A248X885_9BIFI, tr|A0A4Q5A9U2|A0A4Q5A9U2_9BIFI",A0A2N3QIR0_9BIFI,Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase),Bifidobacterium pseudolongum subsp. globosum,1690,,,6.3.4.5
NODE_12_length_417279_cov_36.723393_192,NODE_12_length_417279_cov_36.723393_192,A0A4Q5B6K2,-0.298491464365785,-6.23967933250309,0.000167122797855097,1,0.000167122797855097,0.000635333845879695,0.000635333845879695,-5.3822766666666695,tr|A0A4Q5B6K2|A0A4Q5B6K2_9BIFI,100.0,276.0,0.0,0.0,1.0,276.0,1.0,276.0,5.399999999999998e-159,569.7,100.0,3.0,"tr|A0A4Q5B6K2|A0A4Q5B6K2_9BIFI, tr|A0A395XCH1|A0A395XCH1_9BIFI, tr|A0A0A7IA99|A0A0A7IA99_9BIFI",A0A4Q5B6K2_9BIFI,Glyoxal reductase,Bifidobacterium pseudolongum subsp. globosum,1690,,,
NODE_528805_length_699_cov_2.231366_1,NODE_528805_length_699_cov_2.231366_1,A0A4Q5B6K2,-0.184523220790786,-3.3477916784170803,0.00883660835539658,1,0.00883660835539658,0.013577080546051999,0.013577080546051999,-3.2938033333333303,tr|A0A4Q5B6K2|A0A4Q5B6K2_9BIFI,100.0,226.0,0.0,0.0,1.0,226.0,51.0,276.0,6.899999999999999e-128,466.1,100.0,3.0,"tr|A0A4Q5B6K2|A0A4Q5B6K2_9BIFI, tr|A0A395XCH1|A0A395XCH1_9BIFI, tr|A0A0A7IA99|A0A0A7IA99_9BIFI",A0A4Q5B6K2_9BIFI,Glyoxal reductase,Bifidobacterium pseudolongum subsp. globosum,1690,,,
NODE_12_length_417279_cov_36.723393_223,NODE_12_length_417279_cov_36.723393_223,A0A2N3QST7,-0.173762801209507,-2.8331739363119306,0.0200666849265025,1,0.0200666849265025,0.0270304659968869,0.0270304659968869,-3.02399,tr|A0A2N3QST7|A0A2N3QST7_9BIFI,99.8,537.0,1.0,0.0,1.0,537.0,1.0,537.0,2.799999999999999e-289,1003.4,100.0,2.0,"tr|A0A2N3QST7|A0A2N3QST7_9BIFI, tr|A0A248X6W4|A0A248X6W4_9BIFI",A0A2N3QST7_9BIFI,60 kDa chaperonin (GroEL protein) (Protein Cpn60),Bifidobacterium pseudolongum subsp. globosum,1690,,,
NODE_12_length_417279_cov_36.723393_34,NODE_12_length_417279_cov_36.723393_34,A0A2N3QV34,-0.22361173592493602,-4.100429932335549,0.00280933862349924,4,2.26569045444844e-06,2.67351473624916e-05,2.67351473624916e-05,-3.7553925,tr|A0A2N3QV34|A0A2N3QV34_9BIFI,99.6,699.0,2.0,1.0,1.0,699.0,1.0,698.0,0.0,1405.6,100.0,2.0,"tr|A0A2N3QV34|A0A2N3QV34_9BIFI, tr|A0A0A7IBV2|A0A0A7IBV2_9BIFI",A0A2N3QV34_9BIFI,Transketolase,Bifidobacterium pseudolongum subsp. globosum,1690,,,
NODE_12_length_417279_cov_36.723393_87,NODE_12_length_417279_cov_36.723393_87,A0A2N3QIS3,-0.25448051877420896,-5.398068475098361,0.000469794258516262,2,1.72841964713343e-05,0.000124361901440088,0.000124361901440088,-4.52707166666667,tr|A0A2N3QIS3|A0A2N3QIS3_9BIFI,100.0,221.0,0.0,0.0,1.0,221.0,1.0,221.0,2.6999999999999998e-121,444.1,100.0,3.0,"tr|A0A2N3QIS3|A0A2N3QIS3_9BIFI, tr|A0A248X5F6|A0A248X5F6_9BIFI, tr|A0A0A7IBQ6|A0A0A7IBQ6_9BIFI",A0A2N3QIS3_9BIFI,Ribulose-phosphate 3-epimerase (EC 5.1.3.1),Bifidobacterium pseudolongum subsp. globosum,1690,,,5.1.3.1
NODE_122_length_66535_cov_24.245412_42,NODE_122_length_66535_cov_24.245412_42,A0A359IC70,-0.135224701524733,-2.8452507375160403,0.0196794713649035,1,0.0196794713649035,0.0266304773057181,0.0266304773057181,-2.4708633333333303,tr|A0A359IC70|A0A359IC70_9PORP,99.8,416.0,1.0,0.0,1.0,416.0,1.0,416.0,1.499999999999999e-234,821.2,100.0,4.0,"tr|A0A359IC70|A0A359IC70_9PORP, tr|A0A3N2N7M7|A0A3N2N7M7_9BACT, tr|A0A3N2KH21|A0A3N2KH21_9BACT, tr|A0A4Q0IQK0|A0A4Q0IQK0_9BACT",A0A359IC70_9PORP,Phosphoglycerate kinase (EC 2.7.2.3),Porphyromonadaceae bacterium,2049046,,,2.7.2.3
NODE_12302_length_734_cov_1.755523_1,NODE_12302_length_734_cov_1.755523_1,A0A2G6NA57,0.159914245799543,3.55161483268338,0.00643297733278047,1,0.00643297733278047,0.0105004460972698,0.0105004460972698,2.8524433333333303,tr|A0A2G6NA57|A0A2G6NA57_9DELT,26.8,190.0,132.0,4.0,5.0,190.0,69.0,255.0,3.2e-09,71.6,95.9,,,A0A2G6NA57_9DELT,Uncharacterized protein,Deltaproteobacteria bacterium,2026735,,,
NODE_124_length_66347_cov_34.362910_16,NODE_124_length_66347_cov_34.362910_16,A0A351TJ32,-0.29266115569027196,-6.6397992418885705,0.000105558767254976,1,0.000105558767254976,0.00046477367671966905,0.00046477367671966905,-5.3537466666666695,tr|A0A351TJ32|A0A351TJ32_9FIRM,62.9,170.0,62.0,1.0,10.0,179.0,1.0,169.0,6.8e-49,203.4,91.9,,,A0A351TJ32_9FIRM,Uncharacterized protein,Lachnospiraceae bacterium,1898203,,,
NODE_1245987_length_359_cov_1.476974_1,NODE_1245987_length_359_cov_1.476974_1,R9K551,-0.345707617214911,-7.26814615781196,5.3286661278568603e-05,1,5.3286661278568603e-05,0.00029659556749392,0.00029659556749392,-6.1838666666666695,tr|R9K551|R9K551_9FIRM,94.5,55.0,3.0,0.0,1.0,55.0,287.0,341.0,3.6000000000000003e-22,112.8,100.0,,,R9K551_9FIRM,Branched-chain amino acid aminotransferase,Lachnospiraceae bacterium M18-1,1235792,,,
NODE_125_length_31678_cov_14.865984_18,NODE_125_length_31678_cov_14.865984_18,A0A4Q2BBH8,0.17861955592916,3.29553369507106,0.00959321419749645,13,1.2198555590601e-11,2.5704099280195e-10,2.5704099280195e-10,3.24707897435897,tr|A0A4Q2BBH8|A0A4Q2BBH8_9BACT,100.0,747.0,0.0,0.0,1.0,747.0,3.0,749.0,0.0,1483.8,100.0,,,A0A4Q2BBH8_9BACT,Extracellular solute-binding protein,bacterium 1XD8-92,2320884,,,
NODE_1253700_length_427_cov_1.387097_1,NODE_1253700_length_427_cov_1.387097_1,A0A3N2N639,0.104551022822209,1.5180807639862202,0.16409016979183402,1,0.16409016979183402,0.186179231109966,0.186179231109966,1.7345166666666698,tr|A0A3N2N639|A0A3N2N639_9BACT,52.1,142.0,66.0,1.0,1.0,142.0,558.0,697.0,4.0999999999999996e-30,140.6,100.0,,,A0A3N2N639_9BACT,GH115_C domain-containing protein,Muribaculaceae bacterium Isolate-110 (HZI),2486473,,,
NODE_1262635_length_356_cov_2.355482_1,NODE_1262635_length_356_cov_2.355482_1,A0A2K4ZCX7,0.12179626907607699,2.15264579863504,0.0604762380912997,1,0.0604762380912997,0.0734176552960222,0.0734176552960222,2.02855,tr|A0A2K4ZCX7|A0A2K4ZCX7_9FIRM,93.2,118.0,8.0,0.0,1.0,118.0,112.0,229.0,4.2e-60,240.0,100.0,,,A0A2K4ZCX7_9FIRM,Lipoprotein LipO,Acetatifactor muris,879566,,,
NODE_127253_length_854_cov_1.819775_1,NODE_127253_length_854_cov_1.819775_1,A0A1I5UJ09,-0.17684142666926897,-3.76656279688505,0.00462817419677379,2,0.0005337765424528849,0.0014314916365781901,0.0014314916365781901,-3.13448333333333,tr|A0A1I5UJ09|A0A1I5UJ09_9FIRM,70.2,292.0,78.0,4.0,1.0,284.0,107.0,397.0,3.2999999999999994e-103,384.4,100.0,,,A0A1I5UJ09_9FIRM,5'-nucleotidase,Oscillibacter sp. PC13,1855299,,,
NODE_1277625_length_359_cov_1.309211_1,NODE_1277625_length_359_cov_1.309211_1,A0A1Q6KDF9,0.17900056666919298,2.1619464781874997,0.0595750960469445,1,0.0595750960469445,0.072622534437391,0.072622534437391,3.16835333333333,tr|A0A1Q6KDF9|A0A1Q6KDF9_9CLOT,75.9,79.0,19.0,0.0,1.0,79.0,1.0,79.0,5.9e-26,125.9,100.0,2.0,"tr|A0A1Q6KDF9|A0A1Q6KDF9_9CLOT, tr|R6YNN3|R6YNN3_9CLOT",A0A1Q6KDF9_9CLOT,Thymidylate kinase,Clostridium sp. 28_12,1896980,,,
NODE_1296652_length_356_cov_1.578073_1,NODE_1296652_length_356_cov_1.578073_1,A0A1Q6QM09,-0.24696172208778,-5.6395903549023,0.000345836235276528,1,0.000345836235276528,0.00107391252006922,0.00107391252006922,-4.3520199999999996,tr|A0A1Q6QM09|A0A1Q6QM09_9FIRM,53.4,103.0,47.0,1.0,1.0,103.0,122.0,223.0,1.7000000000000002e-17,98.2,98.1,,,A0A1Q6QM09_9FIRM,DUF3502 domain-containing protein,Firmicutes bacterium CAG:137_57_8,1897029,,,
NODE_130_length_64212_cov_533.077716_22,NODE_130_length_64212_cov_533.077716_22,Q8A414,-0.215266755315142,-4.38562713734718,0.00185699055398608,4,8.056723059184301e-07,1.18836665122968e-05,1.18836665122968e-05,-3.74905666666667,sp|Q8A414|PCKA_BACTN,100.0,535.0,0.0,0.0,1.0,535.0,1.0,535.0,0.0,1099.0,100.0,5.0,"sp|Q8A414|PCKA_BACTN, tr|A0A0P0ELD6|A0A0P0ELD6_BACT4, tr|D7IER0|D7IER0_9BACE, tr|A0A1H8BBK7|A0A1H8BBK7_9BACE, tr|R9H5E3|R9H5E3_BACT4",PCKA_BACTN,Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49),Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482),226186,K01610;,,4.1.1.49
NODE_139441_length_521_cov_1.021459_1,NODE_139441_length_521_cov_1.021459_1,R5FBG3,-0.0428944391162747,-0.8048133370187671,0.442141450348407,1,0.442141450348407,0.467497232447241,0.467497232447241,-0.8446066666666671,tr|R5FBG3|R5FBG3_9CLOT,31.0,171.0,111.0,3.0,1.0,165.0,157.0,326.0,5.4e-13,84.0,100.0,,,R5FBG3_9CLOT,Uncharacterized protein,Clostridium bolteae CAG:59,1263064,,,
NODE_140_length_58729_cov_15.400382_47,NODE_140_length_58729_cov_15.400382_47,A0A3D4XDC3,-0.225128764118126,-3.6291380824822794,0.00570875996884368,1,0.00570875996884368,0.00955981896240298,0.00955981896240298,-3.9352733333333303,tr|A0A3D4XDC3|A0A3D4XDC3_9FIRM,98.9,707.0,8.0,0.0,1.0,707.0,1.0,707.0,0.0,1404.4,100.0,,,A0A3D4XDC3_9FIRM,CO dehydrogenase/CO-methylating acetyl-CoA synthase complex subunit beta,Lachnospiraceae bacterium,1898203,,,
NODE_1430202_length_338_cov_0.918728_1,NODE_1430202_length_338_cov_0.918728_1,A0A3A8YU47,-0.32799434655357,-7.475281205112999,4.2943127824721e-05,1,4.2943127824721e-05,0.00024839652369201403,0.00024839652369201403,-5.99097666666667,tr|A0A3A8YU47|A0A3A8YU47_9BACT,61.3,106.0,37.0,3.0,5.0,106.0,280.0,385.0,1.1999999999999999e-19,105.5,91.1,,,A0A3A8YU47_9BACT,AAA_23 domain-containing protein,bacterium 1xD42-67,2320107,,,
NODE_144_length_58082_cov_15.232978_37,NODE_144_length_58082_cov_15.232978_37,A0A2S4GJT5,-0.23709007426801398,-5.39110901396918,0.000474016225023017,1,0.000474016225023017,0.0013191960979414199,0.0013191960979414199,-4.33854333333333,tr|A0A2S4GJT5|A0A2S4GJT5_9FIRM,81.0,226.0,43.0,0.0,1.0,226.0,1.0,226.0,3.8999999999999995e-107,397.1,100.0,,,A0A2S4GJT5_9FIRM,D-lyxose/D-mannose family sugar isomerase,Blautia producta,33035,,,
NODE_144294_length_273_cov_0.880734_1,NODE_144294_length_273_cov_0.880734_1,A0A1C6CZR0,-0.14483466169450698,-2.78990162401143,0.0215191871918156,1,0.0215191871918156,0.0288552737344801,0.0288552737344801,-2.5182966666666697,tr|A0A1C6CZR0|A0A1C6CZR0_9FIRM,88.6,88.0,10.0,0.0,1.0,88.0,99.0,186.0,8.8e-39,168.7,100.0,2.0,"tr|A0A1C6CZR0|A0A1C6CZR0_9FIRM, tr|A0A174XXJ3|A0A174XXJ3_FLAPL",A0A1C6CZR0_9FIRM,Uncharacterized FAD-linked oxidoreductase Rv2280 (EC 1.-.-.-),uncultured Flavonifractor sp.,1193534,,,1.-.-.-
NODE_144380_length_515_cov_1.917391_1,NODE_144380_length_515_cov_1.917391_1,A0A3E2Y9P5,-0.0989331786635184,-2.2154875903009,0.0546366120662569,1,0.0546366120662569,0.0680075972976615,0.0680075972976615,-1.7129133333333302,tr|A0A3E2Y9P5|A0A3E2Y9P5_9FIRM,88.3,171.0,20.0,0.0,1.0,171.0,109.0,279.0,2.1e-84,321.2,100.0,,,A0A3E2Y9P5_9FIRM,Deleted.,,,,,
NODE_1450288_length_411_cov_1.980337_1,NODE_1450288_length_411_cov_1.980337_1,A0A3A8WFU0,0.395478585472109,7.82352327346745,3.0176204583965302e-05,1,3.0176204583965302e-05,0.000197821785605995,0.000197821785605995,7.69229,tr|A0A3A8WFU0|A0A3A8WFU0_9BACT,93.0,86.0,6.0,0.0,1.0,86.0,229.0,314.0,3.7000000000000003e-34,153.3,100.0,,,A0A3A8WFU0_9BACT,Uncharacterized protein,bacterium D16-59,2320098,,,
NODE_145109_length_332_cov_1.574007_1,NODE_145109_length_332_cov_1.574007_1,A0A316QBP7,-0.154346914412164,-2.1773634994331004,0.0581100714125681,1,0.0581100714125681,0.0714269627779483,0.0714269627779483,-2.7398433333333303,tr|A0A316QBP7|A0A316QBP7_9FIRM,85.5,55.0,8.0,0.0,2.0,56.0,1.0,55.0,7.099999999999999e-18,98.6,98.2,,,A0A316QBP7_9FIRM,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp),Clostridiales bacterium,1898207,,,3.4.21.92
NODE_146_length_55824_cov_14.301117_41,NODE_146_length_55824_cov_14.301117_41,A0A3D4X430,-0.203739994778271,-4.65652800721442,0.00126698470959462,2,7.65315966052149e-05,0.000381224351056409,0.000381224351056409,-3.61350333333333,tr|A0A3D4X430|A0A3D4X430_9FIRM,97.0,298.0,9.0,0.0,78.0,375.0,115.0,412.0,1.3999999999999997e-165,592.0,79.5,,,A0A3D4X430_9FIRM,Peripla_BP_4 domain-containing protein,Lachnospiraceae bacterium,1898203,,,
NODE_148_length_26664_cov_17.077831_1,NODE_148_length_26664_cov_17.077831_1,A0A4Q2B1S8,-0.29307217993358803,-4.8079116174105305,0.00102804394828864,1,0.00102804394828864,0.00240692829162817,0.00240692829162817,-5.19539666666666,tr|A0A4Q2B1S8|A0A4Q2B1S8_9BACT,100.0,72.0,0.0,0.0,1.0,72.0,1.0,72.0,2.1e-30,140.6,100.0,2.0,"tr|A0A4Q2B1S8|A0A4Q2B1S8_9BACT, tr|R9J536|R9J536_9FIRM",A0A4Q2B1S8_9BACT,Uncharacterized protein,bacterium 1XD8-92,2320884,,,
NODE_148109_length_394_cov_1.421829_2,NODE_148109_length_394_cov_1.421829_2,A0A4R4FGI2,-0.10380185679318199,-2.2879715916486605,0.0485847014941351,1,0.0485847014941351,0.0615128194882826,0.0615128194882826,-1.8717400000000002,tr|A0A4R4FGI2|A0A4R4FGI2_9FIRM,45.0,40.0,22.0,0.0,1.0,40.0,80.0,119.0,0.57,42.0,100.0,,,A0A4R4FGI2_9FIRM,XRE family transcriptional regulator,Extibacter muris,1796622,,,
NODE_15_length_277354_cov_32.907490_192,NODE_15_length_277354_cov_32.907490_192,A0A3D5XUB5,-0.32428522870507004,-6.19404628886172,0.0001763356866766,2,3.9749914557560795e-06,3.90874159816015e-05,3.90874159816015e-05,-5.78804166666667,tr|A0A3D5XUB5|A0A3D5XUB5_9FIRM,82.5,701.0,121.0,1.0,4.0,704.0,5.0,703.0,0.0,1162.5,99.6,,,A0A3D5XUB5_9FIRM,Glutamine synthetase type III,Lachnospiraceae bacterium,1898203,,,
NODE_15_length_277354_cov_32.907490_228,NODE_15_length_277354_cov_32.907490_228,A0A2K2TPQ3,-0.282710032394714,-6.35659833588794,0.00014582905253236698,2,2.98948195107259e-06,3.23065095735505e-05,3.23065095735505e-05,-4.9866483333333305,tr|A0A2K2TPQ3|A0A2K2TPQ3_9CLOT,82.6,121.0,20.0,1.0,1.0,121.0,4.0,123.0,5.4e-39,169.9,100.0,,,A0A2K2TPQ3_9CLOT,50S ribosomal protein L7/L12,Clostridium sp. chh4-2,2067550,,,
NODE_154222_length_802_cov_1.835341_1,NODE_154222_length_802_cov_1.835341_1,R9MI56,-0.226896237666988,-4.999750083749531,0.0007926403940253981,4,9.60108706223777e-08,1.49069509650534e-06,1.49069509650534e-06,-3.7448025,tr|R9MI56|R9MI56_9FIRM,97.6,167.0,4.0,0.0,1.0,167.0,1.0,167.0,8.199999999999998e-62,246.1,100.0,,,R9MI56_9FIRM,Uncharacterized protein,Oscillibacter sp. 1-3,1235797,,,
NODE_1544344_length_231_cov_1.619318_1,NODE_1544344_length_231_cov_1.619318_1,R9M7R4,0.472673358693789,9.34642088679726,7.36050012946386e-06,1,7.36050012946387e-06,6.57984102482376e-05,6.57984102482376e-05,9.34238666666667,tr|R9M7R4|R9M7R4_9FIRM,88.0,75.0,9.0,0.0,2.0,76.0,318.0,392.0,1e-30,141.7,98.7,,,R9M7R4_9FIRM,Uncharacterized protein,Oscillibacter sp. 1-3,1235797,,,
NODE_155_length_52976_cov_14.611837_11,NODE_155_length_52976_cov_14.611837_11,A0A417R9W9,-0.30439555943762997,-6.499699600949559,0.000123707811398799,7,8.19459682793294e-15,2.68600673804469e-13,2.68600673804469e-13,-5.02799952380952,tr|A0A417R9W9|A0A417R9W9_9FIRM,82.4,352.0,62.0,0.0,84.0,435.0,29.0,380.0,2.899999999999999e-159,571.2,80.9,2.0,"tr|A0A417R9W9|A0A417R9W9_9FIRM, tr|A0A373VE43|A0A373VE43_9FIRM",A0A417R9W9_9FIRM,Peripla_BP_4 domain-containing protein,Blautia sp. OM07-19,2292985,,,
NODE_155_length_52976_cov_14.611837_4,NODE_155_length_52976_cov_14.611837_4,A0A3D4XCC0,-0.19221542488357604,-3.75063750406236,0.00474149858068404,1,0.00474149858068404,0.0082278945958929,0.0082278945958929,-3.37280666666667,tr|A0A3D4XCC0|A0A3D4XCC0_9FIRM,93.7,491.0,31.0,0.0,1.0,491.0,1.0,491.0,1.499999999999999e-268,934.5,100.0,,,A0A3D4XCC0_9FIRM,Rhamnulokinase,Lachnospiraceae bacterium,1898203,,,
NODE_162_length_47775_cov_39.301760_24,NODE_162_length_47775_cov_39.301760_24,A0A2N3QSJ7,-0.139467579759769,-2.0323566095054297,0.0733905116702492,1,0.0733905116702492,0.0883681671131572,0.0883681671131572,-2.4043033333333304,tr|A0A2N3QSJ7|A0A2N3QSJ7_9BIFI,99.6,541.0,2.0,0.0,1.0,541.0,1.0,541.0,0.0,1164.4,100.0,2.0,"tr|A0A2N3QSJ7|A0A2N3QSJ7_9BIFI, tr|A0A4Q4LT46|A0A4Q4LT46_BIFAN",A0A2N3QSJ7_9BIFI,Beta-xylosidase,Bifidobacterium pseudolongum subsp. globosum,1690,,,
NODE_1656697_length_308_cov_1.517787_1,NODE_1656697_length_308_cov_1.517787_1,R9MIY9,-0.360406616252853,-6.90317274000792,7.882944208285071e-05,1,7.882944208285071e-05,0.000381224351056409,0.000381224351056409,-6.63780333333333,tr|R9MIY9|R9MIY9_9FIRM,92.2,102.0,8.0,0.0,1.0,102.0,242.0,343.0,3.6999999999999997e-41,176.8,100.0,,,R9MIY9_9FIRM,Peripla_BP_4 domain-containing protein,Lachnospiraceae bacterium MD308,1235799,,,
NODE_1660_length_18978_cov_8.600539_2,NODE_1660_length_18978_cov_8.600539_2,A0A3A9FQY9,0.118083343180887,1.3215377447396799,0.21966775002501604,1,0.21966775002501604,0.24639538500904898,0.24639538500904898,2.10252,tr|A0A3A9FQY9|A0A3A9FQY9_9BACT,99.7,388.0,1.0,0.0,1.0,388.0,1.0,388.0,1.4999999999999994e-175,625.2,100.0,,,A0A3A9FQY9_9BACT,Galactose ABC transporter substrate-binding protein,bacterium 1XD42-8,2320102,,,
NODE_1690_length_18757_cov_16.526040_11,NODE_1690_length_18757_cov_16.526040_11,A0A4Q2BCJ2,0.226358415083612,4.7132241472321,0.00117114354121025,2,6.8016049172598e-05,0.000364813354653026,0.000364813354653026,4.02424,tr|A0A4Q2BCJ2|A0A4Q2BCJ2_9BACT,97.7,597.0,14.0,0.0,1.0,597.0,1.0,597.0,0.0,1214.9,100.0,2.0,"tr|A0A4Q2BCJ2|A0A4Q2BCJ2_9BACT, tr|R9JEN6|R9JEN6_9FIRM",A0A4Q2BCJ2_9BACT,L-fucose isomerase (FucIase) (EC 5.3.1.25) (6-deoxy-L-galactose isomerase),bacterium 1XD8-92,2320884,,,5.3.1.25
NODE_170675_length_490_cov_1.839080_1,NODE_170675_length_490_cov_1.839080_1,A0A3A9F0Q5,-0.11281002460307499,-2.46964510746424,0.0361744920304534,1,0.0361744920304534,0.0463977180390598,0.0463977180390598,-1.9720033333333302,tr|A0A3A9F0Q5|A0A3A9F0Q5_9BACT,97.4,156.0,4.0,0.0,1.0,156.0,131.0,286.0,1.0999999999999998e-79,305.4,95.7,,,A0A3A9F0Q5_9BACT,L-fucose isomerase (FucIase) (EC 5.3.1.25) (6-deoxy-L-galactose isomerase),bacterium 1XD8-76,2320115,,,5.3.1.25
NODE_1802108_length_353_cov_1.221477_1,NODE_1802108_length_353_cov_1.221477_1,A0A3A8Z582,-0.183840311983561,-3.86272548963454,0.00400205844620943,1,0.00400205844620943,0.00719882464409624,0.00719882464409624,-3.21707666666667,tr|A0A3A8Z582|A0A3A8Z582_9BACT,94.0,117.0,7.0,0.0,1.0,117.0,111.0,227.0,1.6e-56,228.0,100.0,,,A0A3A8Z582_9BACT,DUF3798 domain-containing protein,bacterium 1xD42-67,2320107,,,
NODE_187_length_41794_cov_24.545653_18,NODE_187_length_41794_cov_24.545653_18,A0A359I6A7,-0.0772099161152709,-1.5978628131281998,0.145327039064642,3,0.0572212457514684,0.0706287342957455,0.0706287342957455,-0.27098444444444497,tr|A0A359I6A7|A0A359I6A7_9PORP,100.0,343.0,0.0,0.0,1.0,343.0,1.0,343.0,2.099999999999999e-205,724.2,100.0,4.0,"tr|A0A359I6A7|A0A359I6A7_9PORP, tr|A0A3N2NBH3|A0A3N2NBH3_9BACT, tr|A0A3N2KFR8|A0A3N2KFR8_9BACT, tr|A0A4V1K4J7|A0A4V1K4J7_9BACT",A0A359I6A7_9PORP,Branched chain amino acid aminotransferase,Porphyromonadaceae bacterium,2049046,,,
